2016/2017,2018,SCS1204,1
17000017,C+,,
17000025,A,,
17000033,B+,,
17000041,A-,,
17000051,B+,,
17000068,A-,,
17000076,A,,
17000084,B-,,
17000092,C,,
17000106,B,,
17000114,D,,
17000122,E,,
17000132,B-,,
17000149,B+,,
17000157,B+,,
17000165,B-,,
17000173,B-,,
17000181,B,,
17000191,A,,
17000203,C,,
17000211,A-,,
17000221,A,,
17000238,B-,,
17000246,E,,
17000254,B+,,
17000262,A-,,
17000272,A,,
17000289,A-,,
17000297,B+,,
17000302,C,,
17000319,B-,,
17000327,B,,
17000335,F,,
17000343,B+,,
17000351,A+,,
17000361,A+,,
17000378,B+,,
17000386,F,,
17000394,A,,
17000408,B-,,
17000416,C,,
17000424,B,,
17000432,F,,
17000442,B,,
17000459,B-,,
17000467,A,,
17000475,B,,
17000483,A-,,
17000491,C+,,
17000505,C-,,
17000513,B+,,
17000521,C,,
17000531,B-,,
17000548,A-,,
17000556,C+,,
17000564,A,,
17000572,C-,,
17000582,A,,
17000599,B+,,
17000602,C,,
17000612,A,,
17000629,A,,
17000637,B-,,
17000645,C+,,
17000653,C,,
17000661,B,,
17000671,A-,,
17000688,B-,,
17000696,A-,,
17000701,B,,
17000718,F,,
17000726,C+,,
17000734,A-,,
17000742,B-,,
17000752,A-,,
17000769,B+,,
17000777,A-,,
17000785,C-,,
17000793,B-,,
17000807,C,,
17000815,E,,
17000823,A-,,
17000831,B-,,
17000841,A,,
17000858,B,,
17000866,A,,
17000874,A,,
17000882,A-,,
17000892,B-,,
17000904,D,,
17000912,A,,
17000922,B,,
17000939,C+,,
17000947,A-,,
17000955,C+,,
17000963,A,,
17000971,C-,,
17000981,A-,,
17000998,A,,
17001005,D,,
17001013,D+,,
17001021,B,,
17001031,B+,,
17001048,C-,,
17001056,C+,,
17001064,C,,
17001072,B-,,
17001082,B-,,
17001099,A,,
17001102,A,,
17001112,B+,,
17001129,A,,
17001137,B+,,
17001145,C-,,
17001153,C+,,
17001161,B,,
17001171,C,,
17001188,A,,
17001196,B+,,
17001201,B+,,
17001218,B,,
17001226,B,,
17001234,C,,
17001242,B-,,
17001252,A-,,
17001269,B,,
17001277,A,,
17001285,A-,,
17001293,A,,
17001307,C,,
17001315,B+,,
17001323,A+,,
17001331,C+,,
17001341,B-,,
17001358,C,,
17001366,C+,,
17001374,A,,
17001382,B,,
17001392,F,,
17001404,A,,
17001412,C,,
17001422,C,,
17001439,C,,
17001447,C,,
17001455,C+,,
17001463,A,,
17001471,B-,,
17001481,B,,
17001498,A,,
17001501,A,,
17001511,B+,,
17001528,B+,,
17001536,F,,
17001544,E,,
17001552,C+,,
17001562,B-,,
17001579,C,,
17001587,C+,,
17001595,A-,,
17001609,B+,,
17001617,B-,,
17001625,A-,,
17001633,A-,,
17001641,B,,
17001651,B+,,
17001668,C-,,
17001676,A,,
17001684,B+,,
17001692,C+,,
17001706,C+,,
17001714,B,,
17001722,A,,
17001732,C,,
17001749,B+,,
17001757,B,,
17001765,A-,,
17001773,B,,
17001781,C+,,
17001791,A-,,
17001803,B-,,
17001811,C,,
17001821,B-,,
17001838,B,,
17001846,F,,
17001854,B+,,
17001862,B-,,
17001872,B-,,
17001889,B-,,
17001897,C-,,
17001902,C,,
17001919,B,,
17001927,A-,,
17001935,B+,,
17001943,B+,,
17001951,A+,,
17001961,C,,
17001978,D,,
17001986,C+,,
17001994,B+,,
